repository,language,community,continuous_integration,documentation,history,management,license,unit_test,pull,dependency,releases,size,weight-based score,Engineered Project
druid-io/pydruid,Python,19,1,0.224204525,3.085365854,0.951219512,1,0.109002013,0.960854093,1,0,8436,80,project
eBay/Eagle,Java,7,0,0.20932348,141,35,1,0.197776162,1,0,0,182534,70,project
mick-goulish/shackleton,Shell,2,0,0.108069394,5,0,1,0,0.666666667,0,0,11208,35,project
tensorflow/tensorflow,C++,198,0,0.183840465,1642.862069,0,1,0.073551729,0,0.571428571,0,5802132,70,project
devopsdays/devopsdays-web,HTML,89,1,0.013620407,469.8275862,6.362068966,1,0,0,0,1,2484994,45,project
Waikato/moa,Java,11,1,0.252785294,9.083333333,0.46969697,1,0.021645065,0.966037736,0,1,249090,70,project
aadsm/jsmediatags,JavaScript,2,0,0.033488862,4.481481481,1.907407407,1,0,0.854166667,0.002175489,1,51372,30,project
bioconda/bioconda-recipes,Shell,129,0,0.070381208,486.55,3.766666667,1,0,0,1,0,905458,65,project
stanford-futuredata/macrobase,Java,5,1,0.09931913,9,1.604166667,1,0.251392581,0.982195846,0,0,82016,70,project
inorichi/tachiyomi,Kotlin,6,1,0.105923432,45.57627119,6.084745763,1,0,0.981340119,0.763157895,1,129566,70,project
JasonRivers/Docker-Nagios,Dockerfile,3,1,0.04973822,3.534883721,1.674418605,1,0,0.797297297,0,0,726,30,project
kubernetes/test-infra,Go,50,0,0.085094418,569.1333333,3.016666667,1,0,0,0.082926829,0,719092,65,project
kubernetes/kops,Go,29,1,0.225729881,224.9056604,4.58490566,1,0,0,0,1,4228046,55,project
localForage/localForage,JavaScript,6,1,0.121828001,12.70454545,7.170454545,1,0,0.958132045,0.980392157,0,30246,70,project
apache/logging-log4j-audit,Java,3,0,0.161346849,3.295454545,0.522727273,1,0.09017094,0.975609756,0,0,137836,50,project
lokyoung/vuejs-paginate,JavaScript,1,1,0.126256983,8.590909091,3.954545455,1,0,0.890625,0.038461538,1,15640,50,project
kubeless/kubeless,Go,7,0,0.132951812,22.64444444,13.53333333,1,0,0.996204934,0.204545455,0,1189330,70,project
libtrue/libtrue,C,3,1,0.327067669,0,0,1,0,0.875,0,0,358,15,project
Kong/kong,Lua,9,1,0.054452048,88.85507246,5.217391304,1,0,0,0.006072874,1,305898,55,project
apache/predictionio,Scala,13,1,0.180269526,54.81707317,5.109756098,1,0,0.980360065,0.016042781,0,110098,70,project
moxystudio/node-promptly,JavaScript,1,1,0.005284016,1.34939759,0.13253012,1,0,1,0.470219436,0,16566,20,project
apache/incubator-hudi,Java,30,1,0.243458866,25.90909091,14.81818182,1,0.336694883,0,0.000384541,1,1,65,project
dtpublic/examples,Java,16,0,0.127300081,5.961538462,0,1,0.193132807,0.963636364,0,0,1,65,project
fossasia/open-event-organizer-android,Java,9,1,0.015184427,22.625,21.125,1,0.265710151,0.979716024,0.513157895,1,1,70,project
wso2-attic/product-private-paas,Java,16,0,0.2095982,31.72222222,0.222222222,1,0.283097484,1,0.15625,1,1,80,project
apache/geode-benchmarks,Java,6,1,0.267828728,14.47619048,6.380952381,1,0.362368421,0.976470588,0.225,0,1,80,project
apache/openwhisk-website,HTML,7,1,0.020314902,7.48,3.56,1,0,0.998084291,0.083333333,0,1,60,project
Ericsson/ecaudit,Java,2,1,0.236965203,8.894736842,3.105263158,1,0.595586024,1,0,0,1,50,project
apache/servicecomb-service-center,Go,4,0,0.146506896,26.28205128,3.076923077,1,0,0.998173516,0.488888889,1,1,50,project
knative/serving,Go,26,0,0.164793294,168.4193548,6.516129032,1,0,0,0.060041408,1,1,65,project
open-telemetry/opentelemetry-java,Java,10,0,0.275181871,56.72222222,27.77777778,1,0.52974403,0.985872856,0.470588235,1,1,80,project
rust-rosetta/rust-rosetta,Rust,13,0,0.096223383,32.63291139,0.797468354,1,0,0.998402556,0,0,1,60,project
guantau/obyte-genesis,JavaScript,3,0,0.027176781,0.75,1.3125,1,0,0.833333333,0.87007874,0,1,20,project
barbajs/barba,TypeScript,2,0,0.17029791,11.81132075,9.698113208,1,0,0.942028986,0.636363636,1,1,50,project
sofastack/sofa-rpc,Java,8,1,0.325741343,13.55555556,17.77777778,1,0.288346087,0.993384785,0,0,1,70,project
microsoft/QuantumKatas,Jupyter Notebook,39,0,0.751039974,12.25925926,3.37037037,1,0,0.976157083,0,0,1,60,project
psf/requests,Python,44,1,0.176414036,52.45614035,2.114035088,1,0.524342663,0,0.416666667,0,1,75,project
kubernetes-sigs/kubespray,HTML,109,0,0.074888707,90.22033898,2.271186441,1,0,0,0.605612999,1,1,65,project
klaussinani/hyper-pokemon,JavaScript,2,1,0.102460592,16.32352941,1.147058824,1,0,0.9375,0.4,1,1,50,project
theia-ide/theia,TypeScript,20,1,0.217941614,115.3095238,0,1,0,0,0.717006803,1,1,60,project
operatorjen/detour,JavaScript,1,0,0.045239826,46.57142857,8.142857143,1,0,0.875,0.8,0,1,40,project
microsoft/pal,C++,7,1,0.282631672,3.162790698,0.034883721,1,0.023208183,0.97752809,0,0,1,70,project
apache/openwhisk-debugger,JavaScript,1,0,0.29794692,21.22222222,2.111111111,1,0,1,0.111111111,0,1,50,project
lidatong/dataclasses-json,Python,1,0,0.065204505,9.148148148,5.333333333,1,0.596511187,0.930635838,1,0,1,50,project
arouel/quality-check,Java,2,0,0.323448763,14.79487179,0.487179487,1,0.578708822,1,0,1,1,50,project
lluchmk/semantic-release-ado,JavaScript,2,0,0,2.470588235,0.235294118,1,0,1,0.022641509,0,1,20,project
jsrn/howoldisit,JavaScript,38,0,0.004744556,51.09090909,3.454545455,1,0,0.969094923,0,0,1,50,project
odpi/egeria,Java,14,0,0.299909394,389.5555556,8.222222222,1,0.105048192,0,0.219197262,1,1,75,project
openmessaging/openmessaging-storage-dledger,Java,3,1,0.173415493,11.19047619,1.380952381,1,0.195718267,0.925373134,0,0,1,50,project
FaridSafi/react-native-gifted-chat,TypeScript,25,0,0.021366235,22.07142857,0.5,1,0,0.995348837,0.931818182,0,1,60,project
VowpalWabbit/vowpal_wabbit,C++,30,0,0.16400403,65.17647059,7,1,0.091804275,0,0.006048387,0,1,75,project
knowm/XChange,Java,58,1,0.041735432,102.7281553,2.45631068,1,0.130710174,0,0.01304304,1,1,65,project
microsoft/Mobius,C#,8,1,0.182004998,26.2195122,4.682926829,1,0.390160609,0.996848739,0.272727273,0,1,80,project
aws-samples/amazon-personalize-samples,Jupyter Notebook,7,0,0.762846482,9.8,1.45,1,0,0.958333333,0,0,1,60,project
TuiQiao/CBoard,TSQL,8,0,0.107479893,33.70454545,13.18181818,1,0,0.991071429,0,1,1,60,project
apache/dubbo-admin,Java,6,0,0.104108921,17.89655172,15.86206897,1,0.148806023,0.976047904,0.003880481,0,1,70,project
zowe/vscode-extension-for-zowe,TypeScript,15,0,0.085548158,124.6521739,25.34782609,1,0,0.986928105,0.627320955,0,1,70,project
firstcontributions/first-contributions,NULL,1865,0,0,1810.5,60,1,0,0,0,0,1,45,project
xpbrew/cordova-sqlite-storage,JavaScript,3,1,0.112329803,11.57407407,7.759259259,1,0,0.904109589,0.6,0,1,50,project
EntelectChallenge/2018-TowerDefence,Java,10,0,0.051685612,77.5,8.5,1,0,1,0.1,1,1,60,project
conda-forge/array2gif-feedstock,Shell,4,0,0.063897764,0.538461538,0,1,0,1,0,0,0,5,project
apache/openwhisk-package-template,Scala,4,1,0.074733096,0.538461538,0.384615385,1,0,1,0,0,1,20,project
Tencent/QMUI_Android,Java,1,0,0.163860182,18.3,24.375,1,0.000922255,1,0.264150943,0,1,50,project
custom-cards/list-card,JavaScript,1,0,0.020491803,2.45,0.85,1,0,1,0,1,1,10,project
mesos/mesos_exporter,Go,11,1,0.096610794,4.023809524,1.071428571,1,0,0.967032967,0.333333333,0,1,70,project
apache/incubator-iceberg,Java,20,1,0.153049987,32.65625,15.28125,1,0.403010063,0.979214781,0.549295775,1,1,80,project
kubernetes-sigs/kube-batch,Go,7,1,0.124471849,36.10810811,7.135135135,1,0,1,0.197916667,0,1,70,project
knowm/Sundial,Java,2,1,0.344474045,3.518181818,0.281818182,1,0.026269702,0.986486486,0,1,1,50,project
apache/hawq,C,28,1,0.242663576,28.08474576,0.152542373,1,0.018355484,0,0.056818182,1,1,75,project
yahoo/Oak,Java,5,0,0.211207742,12.29032258,0.903225806,1,0.360768303,0.961783439,0,0,1,70,project
quicktheories/QuickTheories,Java,3,1,0.17461416,4.326530612,0.653061224,1,0.488298072,0.907894737,0.666666667,0,1,60,project
YahooArchive/omid,Java,7,1,0.228687596,20.50877193,0.228070175,1,0.445738605,1,0.6,0,1,80,project
apache/trafficcontrol,Go,27,0,0.177845075,167.5538462,8.923076923,1,0,0,0,0,1,55,project
heptio/velero,Go,12,0,0.086495806,60.51351351,7.621621622,1,0,0,0.004694836,1,1,65,project
AntidoteDB/antidote,Erlang,7,1,0.277736461,28.97402597,2.116883117,1,0,0.985626283,1,1,1,70,project
apache/incubator-retired-quickstep,C++,11,1,0.249383242,28.52941176,10.64705882,1,0.223533095,0.993975904,0.285714286,0,1,80,project
openknowledge-archive/dpm-py,Python,4,1,0.210265487,19,9.428571429,1,0.322058123,0.9875,0,0,1,50,project
intel/auto-pts,Python,6,0,0.127618364,21.15151515,1.924242424,1,0.003859575,0.991452991,0,0,1,60,project
apache/openwhisk-runtime-ruby,Ruby,4,1,0.312156078,3,0.444444444,1,0.0472103,1,0.272727273,0,1,40,project
real-logic/agrona,Java,2,0,0.258891396,27.91428571,1.771428571,1,0.387585407,1,0.764705882,1,1,60,project
apache/joshua,Java,7,1,0.272665316,29.35172414,0.6,1,0.058715038,0.98757764,0,1,1,70,project
nats-io/nats.java,Java,2,1,0.181899561,18.8245614,3.438596491,1,0.434940476,0.992907801,0.5,1,1,60,project
onnx/onnx-tensorrt,C++,4,0,0.151420884,7.642857143,11.96428571,1,0,0.960893855,0,0,1,40,project
horovod/horovod,Python,12,0,0.212482244,19.40540541,39.24324324,1,0.263782621,0.97704918,0.691780822,1,1,80,project
shumkov/rediska,PHP,2,1,0.381217895,4.085106383,0.585106383,1,0.033158397,0.928571429,0.428571429,1,1,60,project
ramboxapp/community-edition,JavaScript,3,1,0.274060263,24.82692308,3.769230769,1,0,0.987745098,0.172727273,1,1,50,project
apache/openwhisk-deploy-kube,Shell,6,1,0.217971624,10.17948718,5.435897436,1,0,0.993757803,0.634615385,0,1,70,project
isacikgoz/gitbatch,Go,1,1,0.084969837,16.26315789,2.368421053,1,0,1,0,0,1,40,project
eclecticiq/OpenTAXII,Python,3,1,0.144463553,7.567164179,1.582089552,1,0.314513,1,0.1,1,1,60,project
cswinter/LocustDB,Rust,2,0,0.017076385,9.4,1.375,1,0,1,0,0,1,30,project
jupyter-widgets/ipyleaflet,Python,5,0,0.254489189,11.38157895,4.184210526,1,0,0.994421199,0.838396414,0,1,70,project
leebaird/assessment-manager,PHP,1,0,0.084635534,38.75,19.25,1,0,1,0,0,1,40,project
apache/openwhisk-package-rss,JavaScript,3,1,0.123745819,1.428571429,0.571428571,1,0,1,0,0,1,20,project
OpenAPITools/openapi-generator,Java,139,1,0.200400995,133.4454545,0,1,0.121497015,0,0.059944856,1,1,70,project
apache/rocketmq-client-cpp,C++,6,1,0.197893597,15.66666667,6,1,0.205647194,1,0.375,0,1,80,project
lyft/amundsensearchlibrary,Python,12,0,0.108546792,6.111111111,7.666666667,1,0.49071618,0.967479675,0,0,1,70,project
mattermost/mattermost-plugin-autolink,Go,13,0,0.028580024,4.961538462,2.230769231,1,0,0.984732824,0.5,1,1,60,project
apache/servicecomb-pack,Java,8,1,0.203703704,43.55555556,5.555555556,1,0.343563733,1,0,0,1,70,project
amancevice/docker-superset,Dockerfile,4,0,0.044067797,5.333333333,2.666666667,1,0,1,0,0,1,30,project
awslabs/gluon-ts,Python,14,1,0.268087617,34.6,29.2,1,0.387876405,0.963636364,0.227920228,1,1,80,project
everwatchsolutions/json-data-generator,Java,5,1,0.116938617,2.740740741,0.703703704,1,0.033632287,0.921568627,0.048192771,1,1,60,project
apache/unomi,Java,10,0,0.220141575,29.22368421,2.5,1,0.09284996,0.979768786,0.03125,1,1,80,project
pivotal-legacy/whiteboard,Ruby,38,1,0.129970476,6.928571429,0.234693878,1,0.575801224,0.931623932,0.4,0,1,80,project
DSC-SPIDAL/twister2,Java,5,1,0.172737935,236.6216216,6.243243243,1,0.037304278,1,0.461451567,0,1,80,project
googleapis/google-cloud-java,Java,25,0,0.241543942,70.41428571,0.414285714,1,0.205738166,0,0,1,1,65,project
apache/hbase-connectors,Scala,10,0,0.233161179,3.291666667,2.916666667,1,0,0.935483871,0,0,1,60,project
apache/openwhisk-runtime-python,Jupyter Notebook,16,1,0.386023295,17.0625,0.395833333,1,0,0.991935484,0.111111111,0,1,70,project
apache/rocketmq-spring,Java,9,1,0.295239675,10.35,10.3,1,0.232748184,0.966887417,0,1,1,70,project
apache/incubator-doris,C++,24,1,0.182426818,63,12.37837838,1,0.24999784,0,0,0,1,65,project
microsoft/vscode,TypeScript,15,0,0.070542458,1238.877193,0,1,0,0,0.292270531,1,1,60,project
kubernetes-sigs/service-catalog,Go,24,1,0.131130648,39.70212766,22.80851064,1,0,0,0.298507463,0,1,65,project
cdapio/hadoop_cookbook,Ruby,3,1,0.163071613,28.66666667,6.537037037,1,0.351280176,0.998554913,0.193548387,0,1,60,project
apache/incubator-retired-horn,Java,1,0,0.302329594,2.857142857,2.285714286,1,0.021996151,0.981818182,0,0,1,30,project
protocolbuffers/protobuf,C++,45,1,0.197122541,52.74482759,0,1,0.264505004,0,0.346153846,1,1,70,project
JamitLabs/Accio,Swift,2,0,0.053328193,34.7,6.3,1,0.197639063,0.981132075,0,1,1,40,project
sharkdp/bat,Rust,15,0,0.064785956,49.07142857,23.39285714,1,0,0.990778689,0.461538462,0,1,60,project
beeware/voc,Python,32,0,0.309299191,54.26315789,3.438596491,1,0.186025733,0.998555957,0.25,1,1,80,project
dtpublic/malhar-angular-widgets,JavaScript,2,1,0.168252595,8.538461538,0.384615385,1,0,1,0.425531915,0,1,50,project
minznerjosh/vast-player,JavaScript,1,0,0.003910235,2.722222222,1.166666667,1,0,0.555555556,0,0,1,10,project
scikit-learn-contrib/metric-learn,Python,6,1,0.33192053,3.24691358,1.901234568,1,0.261210571,0.992982456,0.636363636,1,1,80,project
googleapis/google-api-php-client,PHP,4,0,0.232210073,20.81707317,0.390243902,1,0.526300494,0.997860963,0.2,1,1,60,project
brpaz/ulauncher-jetbrains,Python,4,0,0.054892601,3.133333333,0.6,1,0,0.925925926,0.714285714,0,1,40,project
weexteam/CLI-for-Apache-Weex,JavaScript,5,1,0.218119914,18.95652174,11.93478261,1,0,1,0.206278027,0,1,70,project
jakubroztocil/rrule,TypeScript,5,0,0.049417546,6.385416667,2.9375,1,0,0.982608696,0.75,1,1,60,project
manishsaraan/email-validator,JavaScript,6,1,0.021505376,0.755555556,0.311111111,1,0,0.975,0,0,1,30,project
php-ds/ext-ds,C,2,1,0.038918798,7.381818182,2.2,1,0,1,0.6,0,1,40,project
pyviz/holoviews,Python,2,1,0.332369148,131.4868421,7.986842105,1,0.24244439,0,0.066666667,1,1,55,project
apache/griffin-site,CSS,2,0,0.037785834,3.722222222,0.555555556,1,0,1,0,0,1,30,project
rust-lang/rustfmt,Rust,17,1,0.1272429,74.91044776,4.208955224,1,0,0,0.75,1,1,65,project
kubernetes-csi/external-snapshotter,Go,7,1,0.143785525,25.32,4.64,1,0,0.977876106,0.703703704,1,1,70,project
microsoft/windows-container-networking,Go,3,0,0.093052496,2.675,0.2,1,0,0.989130435,0.9,0,1,30,project
apache/incubator-druid,Java,24,1,0.151930802,112.3297872,9.872340426,1,0.452636423,0,0.227899576,0,1,75,project
YahooArchive/boomerang,JavaScript,2,0,0.063857459,18.04347826,0.826086957,1,0,0.901639344,0,0,1,30,project
SkyAPMTest/collector-integration-testtool,Shell,2,0,0.226495726,18,0,1,0,0.8,0,0,0,35,project
cdapio/tephra,Java,9,1,0.191304021,9.592592593,4.259259259,1,0.35256111,1,0,0,1,70,project
apache/servicecomb-java-chassis,Java,14,0,0.252166953,72.12820513,15.15384615,1,0.361141519,0,0.035714286,1,1,75,project
gojek/consul-envoy-xds,Go,8,0,0.01999167,1.92,0.64,1,0,0.914285714,0.333333333,0,1,40,project
knative/eventing,Go,27,0,0.168360515,77.79310345,7.724137931,1,0,0,0.053191489,1,1,65,project
milvus-io/pymilvus,Python,3,0,0.175687044,55.85714286,11.42857143,1,0.017033883,1,0,0,1,50,project
apache/incubator-weex-playground,Java,21,1,0.225388923,20.57446809,0.106382979,1,0.465383453,1,0,0,1,70,project
fetlife/rollout,Ruby,8,1,0.00621547,2.7,0.383333333,1,0.585774059,0.994219653,0.066666667,1,1,50,project
twitter-archive/naggati2,Scala,1,0,0.212563915,4.586206897,0.344827586,1,0,0.941176471,0,0,1,40,project
ncase/crowds,HTML,14,0,0.0951588,14.17857143,1.571428571,1,0,0.962264151,0,0,1,60,project
fnielsen/ordia,Jupyter Notebook,2,0,0.285785288,8.851851852,3.333333333,1,0,1,0,0,1,40,project
Dromara/soul,Java,3,1,0.397654083,19.32,9,1,0.034669754,0.992125984,0.222222222,0,1,60,project
apache/fluo-muchos,Python,5,1,0.185102457,5.208955224,2.089552239,1,0.085534095,0.997787611,0.150735294,0,1,80,project
apache/netbeans,Java,27,1,0.216945468,119.2777778,2.222222222,1,0.061379078,0,0.608982827,1,1,75,project
apache/dubbo-website,HTML,43,1,0.005301791,13.24193548,3.241935484,1,0,0.996119017,0.384615385,0,1,60,project
quantumblacklabs/kedro,Python,14,0,0.252873994,52.46666667,21.53333333,1,0.616355697,0.993421053,0,1,1,70,project
opentypejs/opentype.js,JavaScript,6,1,0.194904863,9.827160494,3.407407407,1,0,0.986710963,0.76933423,0,1,70,project
josenk/terraform-provider-esxi,Go,3,0,0.077899085,5.185185185,3.555555556,1,0,0.973684211,0,1,1,40,project
wheresvic/mongoose-field-encryption,JavaScript,2,1,0.014875771,3.804347826,0.52173913,1,0,0.933333333,0.599075975,0,1,40,project
apache/incubator-retired-gossip,Java,3,1,0.261704583,4.511627907,1.674418605,1,0.341389346,0.966666667,0,0,1,50,project
highlightjs/highlight.js,JavaScript,29,1,0.106621076,34.13690476,0.267857143,1,0,0.991285403,0.729636049,1,1,70,project
apache/incubator-shardingsphere,Java,8,1,0.257660843,488.5636364,2.709090909,1,0.391786563,0,0.232142857,0,1,75,project
taverna-extras/taverna-player-portal,Ruby,1,1,0.174724994,6.5,0,1,0.265428003,1,0.5,0,0,55,project
otaviojava/acelera-dev-sp-2019,Java,3,1,0.043646009,141,0,1,0.164116829,1,0,0,0,35,project
zentures/bitmap,Go,1,0,0.490307868,15.5,0.5,1,0,0.666666667,0,0,1,40,project
microsoft/ChakraCore,JavaScript,27,0,0.07188729,233.3272727,7.290909091,1,0,0,0.023255814,1,1,65,project
guidobouman/panelsnap,JavaScript,2,1,0.003068248,5.298701299,1.38961039,1,0,1,0,1,1,30,project
vertica/vertica-python,Python,24,1,0.405627326,5.270588235,1.858823529,1,0.018820047,1,0.428571429,1,1,80,project
mitmproxy/pdoc,Python,4,1,0.187863929,3.5875,1.6125,1,0.161790017,0.972477064,0.2,0,1,60,project
alibaba/arthas,Java,5,1,0.131569087,54.16666667,43.70833333,1,0.07293889,0.963114754,0,1,1,70,project
moquette-io/moquette,Java,3,1,0.20761767,13.84782609,4.065217391,1,0.398189114,0.953586498,0.263157895,0,1,60,project
microsoft/Recognizers-Text,C#,21,1,0.023757685,40.825,14.425,1,0.082536215,0,0.23783986,1,1,65,project
validatorjs/validator.js,JavaScript,51,1,0.06112345,15.78991597,6.201680672,1,0,0.988606486,0.117647059,0,1,60,project
freeCodeCamp/freeCodeCamp,JavaScript,1143,0,0.00254395,322.0864198,2.518518519,1,0,0,0.325666869,0,1,55,project
denoland/deno,TypeScript,27,0,0.143077049,157.2592593,22.25925926,1,0,0,0.328125,0,1,65,project
osquery/osquery,C++,24,0,0.238640331,77.02739726,5.931506849,1,0.153474542,0,0.104761905,0,1,75,project
apache/incubator-retired-ripple,JavaScript,6,0,0.20327174,21.18518519,1.407407407,1,0,0.963636364,0.518518519,1,1,70,project
ccrainic/upstrap,R,3,1,0.293896714,18,0,1,0,1,0,0,0,35,project
iterative/dvc,Python,7,1,0.074291231,138.5,11.35714286,1,0.025777124,0,0.8,0,1,75,project
google-research/planet,Python,1,0,0.259546823,2,10,1,0,1,0,0,1,20,project
Angel-ML/angel,Java,11,1,0.178154745,57.85,11.4,1,0.063586919,0.9922049,0.12,0,1,80,project
ZoneMinder/zoneminder,PHP,9,1,0.294941844,74.35813953,0.311627907,1,0.007217845,0,0.014285714,1,1,75,project
taofed/react-web,JavaScript,6,0,0.193564115,7.634146341,4.87804878,1,0,0.986666667,0.882352941,1,1,70,project
apache/attic-stratos,Java,16,0,0.234485656,208.1627907,11.79069767,1,0.118840482,0.987270156,0.414414414,0,1,80,project
googleapis/google-http-java-client,Java,11,1,0.337194504,7.846846847,4.387387387,1,0.42371242,0.985365854,0,0,1,70,project
danishm/mritopng,Python,2,1,0.273567468,1.220338983,0.338983051,1,0.391304348,1,0,0,1,30,project
apache/openwhisk-runtime-java,Scala,15,1,0.223358238,16.29166667,0.625,1,0,0.98630137,0.45,0,1,70,project
apache-superset/superset-ui,TypeScript,6,0,0.015475401,55.04166667,3,1,0,0.98459043,0.133510638,1,1,60,project
jenkins-infra/wechat,Groovy,7,0,0.000164704,27.82352941,1.176470588,1,0,1,0,0,1,50,project
apache/incubator-milagro-dta,Go,4,1,0.22943787,14,4.2,1,0,0.984615385,0,0,1,40,project
Thriftpy/thriftpy,Python,4,1,0.119173006,11.81818182,2.345454545,1,0.040132814,0.9,0,1,1,50,project
fga-eps-mds/2016.1-Partiu_frontend,JavaScript,7,1,0.334262776,134.3333333,14.33333333,1,0,1,0.012103746,0,1,70,project
JuliaTeX/TikzPictures.jl,Julia,9,1,0.075885329,2.054054054,0.432432432,1,0,1,0.333333333,1,1,50,project
Zukdoor/ZukBoard,JavaScript,5,1,0.081116441,49,2.571428571,1,0,0.954619125,0.968421053,0,1,70,project
mrvautin/expressCart,JavaScript,3,0,0.029359693,16.21875,3.5625,1,0,0.967391304,0.294954722,0,1,40,project
heroku-python/dj-static,Python,6,0,0.244318182,1.428571429,0.571428571,1,0,0.977777778,0,0,1,40,project
